epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,47.9664,2.29663,4.77761,2.37152,0.00114,0.34286,0.00281,0.0006,3.04975,4.99877,3.04632,0.00016,0.00016,0.00016
